station,valid,lat,lon,elevation,tmpf,dwpf,relh,drct,sknt,feel
LBL,2019-06-05T00:00:00.000000,37.0442,-100.9599,879.0,80.025,58.375,48.30875,252.5,13.5,80.27125
3K3,2019-12-24T00:00:00.000000,37.9917,-101.7463,1005.7,49.2,21.9,34.837776,77.77778,3.5,47.445557
JHN,2020-09-17T18:00:00.000000,37.5782,-101.7304,1012.71,70.505554,57.655556,66.365555,145.0,3.7222223,70.488335
GCK,2018-03-07T18:00:00.000000,37.9275,-100.7244,881.0,40.816666,6.516667,24.626667,237.5,8.0,35.652
3K3,2020-03-30T00:00:00.000000,37.9917,-101.7463,1005.7,59.8,19.7,21.722221,164.44444,9.055555,59.59611
3K3,2019-02-23T06:00:00.000000,37.9917,-101.7463,1005.7,36.1,33.8,91.305,142.77777,10.5,28.090555
3K3,2018-05-16T18:00:00.000000,37.9917,-101.7463,1005.7,74.1,50.7,44.183334,130.0,3.8333333,74.1
HQG,2019-09-11T00:00:00.000000,37.1631,-101.3705,956.52,86.69444,61.683334,43.782776,182.22223,19.055555,87.126114
HQG,2019-04-28T18:00:00.000000,37.1631,-101.3705,956.52,66.25,46.63889,49.365555,181.66667,18.944445,66.25
3K3,2018-09-11T18:00:00.000000,37.9917,-101.7463,1005.7,79.8,59.5,52.66722,165.0,11.555555,79.59
HQG,2020-11-01T18:00:00.000000,37.1631,-101.3705,956.52,54.211113,33.988888,47.770557,177.22223,12.055555,53.484444
HQG,2019-05-08T00:00:00.000000,37.1631,-101.3705,956.52,56.788887,56.488888,98.922226,108.888885,11.5,56.788887
GCK,2018-10-12T18:00:00.000000,37.9275,-100.7244,881.0,50.5,40.625,72.54375,332.5,13.875,46.79
LBL,2018-02-18T18:00:00.000000,37.0442,-100.9599,879.0,59.666668,32.166668,36.913334,215.0,28.166666,56.213333
19S,2019-12-04T00:00:00.000000,37.4969,-100.8329,892.57,49.72778,25.627777,40.871113,312.22223,8.166667,47.141666
GCK,2019-09-26T18:00:00.000000,37.9275,-100.7244,881.0,66.42857,48.42857,52.42857,154.28572,10.857142,66.41428
JHN,2019-11-11T18:00:00.000000,37.5782,-101.7304,1012.71,23.494444,10.666667,58.42389,335.0,20.166666,7.8305554
JHN,2020-11-05T12:00:00.000000,37.5782,-101.7304,1012.71,50.782352,33.05294,50.664116,297.05884,11.235294,48.755295
3K3,2018-09-23T18:00:00.000000,37.9917,-101.7463,1005.7,74.6,45.3,38.206112,153.88889,8.722222,73.35555
3K3,2018-05-18T00:00:00.000000,37.9917,-101.7463,1005.7,82.0,57.4,43.488335,143.88889,19.444445,81.68445
JHN,2018-08-13T06:00:00.000000,37.5782,-101.7304,1012.71,68.727776,60.81111,76.48222,132.22223,6.388889,68.71667
LBL,2020-10-01T12:00:00.000000,37.0442,-100.9599,879.0,43.5,33.15,67.581665,350.0,5.8333335,39.581665
19S,2019-12-09T06:00:00.000000,37.4969,-100.8329,892.57,38.47778,27.144444,63.849445,237.77777,8.0,32.182777
LBL,2020-09-26T06:00:00.000000,37.0442,-100.9599,879.0,69.333336,46.0,43.716667,181.66667,10.833333,69.316666
GCK,2019-06-10T06:00:00.000000,37.9275,-100.7244,881.0,50.0,44.0,80.13167,123.333336,5.8333335,47.728333
19S,2018-08-29T12:00:00.000000,37.4969,-100.8329,892.57,60.322224,54.866665,82.21222,55.555557,9.333333,60.333332
19S,2020-09-10T06:00:00.000000,37.4969,-100.8329,892.57,41.194443,41.35,99.235,220.55556,11.055555,34.068333
19S,2018-11-23T00:00:00.000000,37.4969,-100.8329,892.57,55.655556,37.761112,51.771667,178.88889,17.277779,55.655556
19S,2020-11-19T00:00:00.000000,37.4969,-100.8329,892.57,72.227776,36.105556,27.38611,192.77777,13.944445,72.21667
3K3,2020-05-22T06:00:00.000000,37.9917,-101.7463,1005.7,59.9,47.8,64.90056,168.88889,11.055555,59.9
LBL,2020-10-08T06:00:00.000000,37.0442,-100.9599,879.0,64.0,43.0,48.22333,173.33333,10.5,64.01667
EHA,2019-07-12T18:00:00.000000,37.0008,-101.88,1099.0,89.405556,63.944443,44.56278,144.44444,4.2777777,90.67944
LBL,2019-10-17T18:00:00.000000,37.0442,-100.9599,879.0,72.0,34.0,28.475,196.66667,14.833333,70.905
3K3,2018-04-06T18:00:00.000000,37.9917,-101.7463,1005.7,33.5,24.5,69.58889,43.333332,18.88889,21.458334
EHA,2018-11-21T06:00:00.000000,37.0008,-101.88,1099.0,37.255554,29.872223,74.42778,261.66666,8.888889,30.169445
JHN,2019-01-18T00:00:00.000000,37.5782,-101.7304,1012.71,52.244446,34.083332,50.771667,150.0,12.166667,49.975
EHA,2020-05-28T12:00:00.000000,37.0008,-101.88,1099.0,61.183334,51.855556,71.59111,250.0,3.5,61.18889
GCK,2020-06-03T00:00:00.000000,37.9275,-100.7244,881.0,92.833336,47.833332,22.333334,172.0,6.8333335,89.63333
3K3,2018-11-26T18:00:00.000000,37.9917,-101.7463,1005.7,37.9,21.3,55.602222,281.66666,8.0,31.554445
LBL,2019-12-20T06:00:00.000000,37.0442,-100.9599,879.0,33.166668,14.0,46.351665,176.66667,9.333333,25.008333
3K3,2020-01-21T12:00:00.000000,37.9917,-101.7463,1005.7,23.4,22.1,94.76111,147.77777,10.666667,11.846111
EHA,2020-12-08T12:00:00.000000,37.0008,-101.88,1099.0,35.355556,18.438889,49.81167,274.44446,9.555555,27.457222
3K3,2018-05-25T00:00:00.000000,37.9917,-101.7463,1005.7,79.1,54.8,45.881668,121.666664,8.555555,78.09278
GCK,2020-05-29T00:00:00.000000,37.9275,-100.7244,881.0,76.5,50.5,40.603333,51.666668,12.0,76.53333
19S,2018-03-28T00:00:00.000000,37.4969,-100.8329,892.57,47.2,30.48889,52.31167,98.333336,6.7777777,44.00611
HQG,2018-01-31T12:00:00.000000,37.1631,-101.3705,956.52,40.655556,15.35,36.535,229.44444,11.833333,33.38111
3K3,2020-12-10T06:00:00.000000,37.9917,-101.7463,1005.7,26.0,10.1,50.933887,147.22223,2.3333333,22.792223
EHA,2018-11-30T18:00:00.000000,37.0008,-101.88,1099.0,47.116665,38.266666,72.01278,139.44444,11.722222,42.572224
3K3,2018-04-26T18:00:00.000000,37.9917,-101.7463,1005.7,60.7,32.3,34.726665,146.66667,27.222221,60.7
GCK,2019-08-28T00:00:00.000000,37.9275,-100.7244,881.0,78.166664,48.666668,35.991665,173.33333,8.666667,77.668335
3K3,2019-03-04T06:00:00.000000,37.9917,-101.7463,1005.7,5.3,2.1,86.44666,122.77778,1.2222222,2.4461112
LBL,2020-06-11T00:00:00.000000,37.0442,-100.9599,879.0,80.0,37.333332,21.74,166.0,5.0,78.565
JHN,2018-10-21T12:00:00.000000,37.5782,-101.7304,1012.71,50.55,36.91111,59.385,216.11111,14.666667,47.95889
HQG,2019-03-12T18:00:00.000000,37.1631,-101.3705,956.52,49.583332,47.488888,92.57,196.66667,10.611111,46.360554
JHN,2018-11-20T00:00:00.000000,37.5782,-101.7304,1012.71,47.005554,24.883333,43.25111,146.66667,5.388889,45.864445
EHA,2018-10-07T00:00:00.000000,37.0008,-101.88,1099.0,54.455555,44.122223,68.48,110.55556,7.6666665,54.444443
EHA,2020-06-10T12:00:00.000000,37.0008,-101.88,1099.0,55.47778,39.7,56.25,316.1111,6.611111,55.47222
3K3,2019-06-13T06:00:00.000000,37.9917,-101.7463,1005.7,55.3,44.7,67.867226,122.22222,6.6666665,55.3
19S,2018-12-06T06:00:00.000000,37.4969,-100.8329,892.57,30.938889,26.555555,83.751114,68.888885,11.333333,21.413334
LBL,2018-12-29T18:00:00.000000,37.0442,-100.9599,879.0,22.683332,15.55,74.098335,200.0,6.5,14.851666
LBL,2020-05-21T18:00:00.000000,37.0442,-100.9599,879.0,73.62222,61.755554,68.01444,136.66667,11.666667,73.75889
3K3,2018-04-13T18:00:00.000000,37.9917,-101.7463,1005.7,44.3,33.3,65.245,331.1111,33.444443,33.150555
HQG,2020-12-26T18:00:00.000000,37.1631,-101.3705,956.52,45.294445,23.98889,46.566113,105.55556,1.7777778,43.837776
HQG,2020-07-17T18:00:00.000000,37.1631,-101.3705,956.52,87.861115,63.827778,46.67,202.77777,11.944445,89.185555
LBL,2019-06-13T00:00:00.000000,37.0442,-100.9599,879.0,74.666664,45.333332,35.303333,135.0,11.0,73.64167
19S,2020-08-15T18:00:00.000000,37.4969,-100.8329,892.57,80.72222,69.37222,69.22889,91.111115,9.5,82.922226
GCK,2020-06-02T00:00:00.000000,37.9275,-100.7244,881.0,88.26667,47.966667,25.873333,178.33333,17.666666,85.58833
JHN,2019-11-01T12:00:00.000000,37.5782,-101.7304,1012.71,25.2,20.26111,81.69778,261.1111,8.666667,16.862778
GCK,2018-09-21T00:00:00.000000,37.9275,-100.7244,881.0,68.5125,63.65,86.350624,279.375,15.5,68.37625
HQG,2018-05-25T06:00:00.000000,37.1631,-101.3705,956.52,72.7,59.572224,64.581665,146.66667,9.944445,72.672226
HQG,2020-05-31T00:00:00.000000,37.1631,-101.3705,956.52,89.994446,49.116665,24.837778,186.66667,21.555555,87.12444
GCK,2019-11-27T12:00:00.000000,37.9275,-100.7244,881.0,15.166667,11.983334,86.96667,310.0,8.333333,3.16
JHN,2018-05-24T12:00:00.000000,37.5782,-101.7304,1012.71,63.694443,52.011112,65.873886,213.88889,14.5,63.7
HQG,2019-01-21T12:00:00.000000,37.1631,-101.3705,956.52,30.644444,27.883333,89.35833,158.33333,7.0,23.440556
EHA,2019-06-19T12:00:00.000000,37.0008,-101.88,1099.0,62.744446,60.877777,93.80111,300.0,6.2777777,62.744446
19S,2018-04-04T18:00:00.000000,37.4969,-100.8329,892.57,52.305557,7.633333,16.945555,202.77777,21.444445,48.837223
3K3,2018-03-20T06:00:00.000000,37.9917,-101.7463,1005.7,25.4,22.5,88.72111,310.0,3.8333333,19.975
HQG,2020-11-20T00:00:00.000000,37.1631,-101.3705,956.52,67.97222,33.916668,29.47889,77.22222,8.388889,67.97222
HQG,2018-11-20T18:00:00.000000,37.1631,-101.3705,956.52,50.33889,26.438889,41.872776,206.66667,14.722222,48.06778
JHN,2019-06-27T06:00:00.000000,37.5782,-101.7304,1012.71,70.48889,51.155556,50.842224,165.0,8.388889,70.34944
LBL,2020-08-13T06:00:00.000000,37.0442,-100.9599,879.0,73.333336,71.05,92.941666,54.166668,8.833333,73.333336
3K3,2019-06-05T00:00:00.000000,37.9917,-101.7463,1005.7,76.0,54.7,52.02222,212.22223,12.5,75.32445
LBL,2019-05-12T12:00:00.000000,37.0442,-100.9599,879.0,50.0,45.833332,85.9,288.33334,6.5,47.556667
LBL,2019-11-09T00:00:00.000000,37.0442,-100.9599,879.0,53.5,35.666668,52.266666,205.0,8.833333,51.295
EHA,2018-09-17T00:00:00.000000,37.0008,-101.88,1099.0,87.26667,60.216667,41.252777,182.77777,12.833333,87.403336
JHN,2018-10-21T00:00:00.000000,37.5782,-101.7304,1012.71,63.8,30.36111,32.002224,145.55556,5.3333335,62.898888
HQG,2020-05-07T18:00:00.000000,37.1631,-101.3705,956.52,73.01111,47.927776,41.745,203.88889,13.5,72.83
EHA,2020-10-31T18:00:00.000000,37.0008,-101.88,1099.0,69.861115,36.65,31.201666,186.11111,13.833333,69.85555
GCK,2018-03-27T12:00:00.000000,37.9275,-100.7244,881.0,39.363636,36.81818,90.70909,27.272728,12.363636,31.23091
19S,2018-10-31T00:00:00.000000,37.4969,-100.8329,892.57,52.36111,37.572224,57.456112,165.0,12.111111,51.107777
HQG,2020-12-15T18:00:00.000000,37.1631,-101.3705,956.52,25.605556,23.444445,91.418335,122.77778,10.888889,14.879444
HQG,2018-07-20T00:00:00.000000,37.1631,-101.3705,956.52,87.10555,56.733334,35.997223,212.77777,9.166667,86.44111
JHN,2020-11-05T18:00:00.000000,37.5782,-101.7304,1012.71,67.172226,34.922222,31.262777,316.66666,8.555555,67.166664
LBL,2019-05-17T12:00:00.000000,37.0442,-100.9599,879.0,63.333332,59.5,87.41333,186.66667,10.833333,63.316666
HQG,2019-10-07T12:00:00.000000,37.1631,-101.3705,956.52,39.488888,36.783333,90.09778,250.0,6.2222223,34.52889
EHA,2018-09-17T12:00:00.000000,37.0008,-101.88,1099.0,66.272224,62.45,87.755,183.88889,9.555555,66.26111
EHA,2018-02-16T00:00:00.000000,37.0008,-101.88,1099.0,62.427776,31.911112,32.56278,75.0,14.388889,62.102222
JHN,2020-11-23T00:00:00.000000,37.5782,-101.7304,1012.71,42.416668,23.255556,47.787777,117.77778,5.3333335,38.960556
JHN,2019-11-28T18:00:00.000000,37.5782,-101.7304,1012.71,32.333332,32.316666,99.91111,156.11111,17.666666,20.320555
GCK,2020-12-02T18:00:00.000000,37.9275,-100.7244,881.0,31.383333,29.333334,92.187225,357.22223,22.277779,17.698889
LBL,2020-06-08T18:00:00.000000,37.0442,-100.9599,879.0,92.833336,54.0,30.671667,191.66667,21.166666,91.21333
JHN,2019-05-10T00:00:00.000000,37.5782,-101.7304,1012.71,46.211113,35.36111,65.69111,22.777779,7.0,42.363335
3K3,2018-07-31T06:00:00.000000,37.9917,-101.7463,1005.7,56.7,52.5,86.23556,48.88889,2.1111112,56.7
19S,2018-09-23T06:00:00.000000,37.4969,-100.8329,892.57,52.33889,42.7,69.96778,172.77777,7.7222223,51.421665
JHN,2019-12-23T18:00:00.000000,37.5782,-101.7304,1012.71,51.916668,24.372223,38.384445,172.22223,3.1666667,50.518333
HQG,2019-05-08T12:00:00.000000,37.1631,-101.3705,956.52,53.505554,53.41111,99.596664,201.11111,4.611111,53.52778
JHN,2018-11-04T00:00:00.000000,37.5782,-101.7304,1012.71,50.72222,29.938889,46.02722,348.33334,12.111111,48.38389
HQG,2020-10-13T18:00:00.000000,37.1631,-101.3705,956.52,69.92353,30.594118,23.428823,48.235294,9.529411,69.92353
JHN,2019-12-14T12:00:00.000000,37.5782,-101.7304,1012.71,31.538889,26.333334,80.86222,134.44444,2.1111112,29.077778
19S,2019-08-24T18:00:00.000000,37.4969,-100.8329,892.57,77.166664,64.06111,64.628334,150.55556,12.166667,77.75278
19S,2018-08-24T00:00:00.000000,37.4969,-100.8329,892.57,88.21667,63.866665,46.381668,198.33333,8.0,88.97389
EHA,2020-10-28T00:00:00.000000,37.0008,-101.88,1099.0,32.216667,25.38889,75.82278,151.66667,2.0555556,29.902222
LBL,2019-05-28T12:00:00.000000,37.0442,-100.9599,879.0,62.74286,57.885715,84.59143,282.85715,11.428572,62.714287
GCK,2020-09-27T18:00:00.000000,37.9275,-100.7244,881.0,66.71429,38.42857,35.78857,41.42857,23.142857,66.75714
19S,2018-05-09T06:00:00.000000,37.4969,-100.8329,892.57,63.711113,46.677776,54.314445,165.55556,4.888889,63.602222
HQG,2019-12-05T18:00:00.000000,37.1631,-101.3705,956.52,46.05,30.55,56.92889,165.0,4.8333335,43.734444
JHN,2020-06-28T18:00:00.000000,37.5782,-101.7304,1012.71,95.0,48.02222,20.572779,194.44444,6.111111,91.689445
3K3,2019-06-10T00:00:00.000000,37.9917,-101.7463,1005.7,66.3,37.1,34.319443,28.88889,13.111111,66.3
HQG,2018-02-20T18:00:00.000000,37.1631,-101.3705,956.52,24.383333,3.65,42.704445,298.8889,15.611111,10.655556
GCK,2020-04-04T06:00:00.000000,37.9275,-100.7244,881.0,27.2,16.55,64.13167,66.666664,6.5,19.415
GCK,2019-02-14T12:00:00.000000,37.9275,-100.7244,881.0,38.5,24.216667,57.2,286.66666,9.5,31.618334
HQG,2018-12-10T12:00:00.000000,37.1631,-101.3705,956.52,17.188889,12.794444,82.57056,270.55554,7.1666665,6.6766667
LBL,2019-01-04T18:00:00.000000,37.0442,-100.9599,879.0,41.333332,26.833334,56.991665,313.33334,9.333333,34.923332
3K3,2018-06-14T06:00:00.000000,37.9917,-101.7463,1005.7,73.7,54.9,52.713333,143.88889,9.055555,73.63333
3K3,2019-12-26T12:00:00.000000,37.9917,-101.7463,1005.7,25.3,19.6,79.01833,201.11111,3.6111112,20.574444
LBL,2020-02-11T18:00:00.000000,37.0442,-100.9599,879.0,33.976925,29.5,83.89154,50.76923,4.3076925,29.490768
GCK,2019-04-18T06:00:00.000000,37.9275,-100.7244,881.0,51.666668,38.666668,61.566666,28.333334,10.0,49.37
GCK,2020-11-12T06:00:00.000000,37.9275,-100.7244,881.0,32.666668,30.6,91.901665,155.0,7.5,25.5
LBL,2020-02-24T00:00:00.000000,37.0442,-100.9599,879.0,51.8,42.685715,75.674286,268.57144,17.285715,47.24286
19S,2020-08-09T00:00:00.000000,37.4969,-100.8329,892.57,92.35,64.183334,40.080555,173.88889,12.111111,94.40889
EHA,2020-06-10T18:00:00.000000,37.0008,-101.88,1099.0,75.86667,36.733334,24.411667,265.0,6.0555553,75.45944
HQG,2018-10-25T00:00:00.000000,37.1631,-101.3705,956.52,42.816666,41.43889,94.812775,126.666664,6.4444447,38.52833
EHA,2019-06-26T12:00:00.000000,37.0008,-101.88,1099.0,71.45,59.955555,67.795,202.77777,12.388889,71.433334
EHA,2018-12-18T18:00:00.000000,37.0008,-101.88,1099.0,50.572224,29.711111,45.427223,332.22223,7.4444447,48.754444
3K3,2019-08-02T12:00:00.000000,37.9917,-101.7463,1005.7,68.5,65.3,89.59111,208.88889,4.2777777,68.5
HQG,2020-10-09T12:00:00.000000,37.1631,-101.3705,956.52,56.988888,44.294445,62.84667,202.22223,11.611111,56.988888
LBL,2020-07-22T12:00:00.000000,37.0442,-100.9599,879.0,68.0,65.0,90.31,173.33333,7.6666665,67.98333
HQG,2019-10-29T00:00:00.000000,37.1631,-101.3705,956.52,28.788889,18.177778,64.136665,15.0,4.6666665,23.541111
3K3,2020-04-09T18:00:00.000000,37.9917,-101.7463,1005.7,52.5,30.5,43.267776,104.44444,8.222222,51.745556
GCK,2019-05-15T18:00:00.000000,37.9275,-100.7244,881.0,81.666664,51.666668,35.958332,190.0,11.5,80.63167
EHA,2018-01-02T18:00:00.000000,37.0008,-101.88,1099.0,19.566668,5.5444446,55.15333,317.77777,6.7777777,10.263333
GCK,2018-07-27T18:00:00.000000,37.9275,-100.7244,881.0,76.333336,62.5,62.885,90.0,4.5,77.05666
3K3,2018-05-03T18:00:00.000000,37.9917,-101.7463,1005.7,65.8,42.3,43.896667,282.22223,10.277778,65.60111
GCK,2018-10-15T12:00:00.000000,37.9275,-100.7244,881.0,24.55,21.116667,86.59333,328.33334,9.5,14.001667
19S,2020-12-02T12:00:00.000000,37.4969,-100.8329,892.57,34.95,26.0,69.57833,282.22223,19.666666,23.147778
EHA,2019-11-24T12:00:00.000000,37.0008,-101.88,1099.0,35.4,26.727777,70.437775,292.22223,8.555555,28.024445
19S,2019-06-05T00:00:00.000000,37.4969,-100.8329,892.57,82.6,58.394444,44.837223,226.66667,9.444445,82.365555
3K3,2019-06-18T18:00:00.000000,37.9917,-101.7463,1005.7,68.6,59.1,72.505554,187.77777,3.2222223,68.6
19S,2020-11-08T12:00:00.000000,37.4969,-100.8329,892.57,53.355556,48.83889,84.583885,167.77777,16.944445,53.355556
JHN,2019-03-25T18:00:00.000000,37.5782,-101.7304,1012.71,48.833332,42.36111,78.638885,145.0,5.8333335,47.584446
LBL,2018-01-27T18:00:00.000000,37.0442,-100.9599,879.0,42.516666,13.5,35.406666,246.66667,8.0,37.836666
19S,2018-11-11T18:00:00.000000,37.4969,-100.8329,892.57,32.916668,28.983334,85.240555,31.11111,18.777779,20.758333
LBL,2018-04-29T00:00:00.000000,37.0442,-100.9599,879.0,77.666664,36.833332,23.253334,153.33333,16.0,76.20333
LBL,2020-02-14T18:00:00.000000,37.0442,-100.9599,879.0,33.442856,22.671429,64.72714,194.28572,19.571428,21.181429
3K3,2018-11-06T18:00:00.000000,37.9917,-101.7463,1005.7,50.6,32.3,51.022778,84.44444,6.8333335,48.875
EHA,2018-10-26T12:00:00.000000,37.0008,-101.88,1099.0,49.41111,43.72778,80.674446,273.33334,8.222222,46.035
GCK,2019-09-17T18:00:00.000000,37.9275,-100.7244,881.0,86.833336,57.666668,38.306667,193.33333,24.166666,85.81
GCK,2020-12-26T06:00:00.000000,37.9275,-100.7244,881.0,34.983334,22.483334,60.173332,226.66667,5.8333335,29.308332
19S,2020-06-28T00:00:00.000000,37.4969,-100.8329,892.57,95.02778,56.65,28.087778,186.11111,13.166667,93.85222
3K3,2020-02-24T12:00:00.000000,37.9917,-101.7463,1005.7,31.9,30.6,94.91944,190.0,5.1666665,27.097778
LBL,2018-02-20T00:00:00.000000,37.0442,-100.9599,879.0,36.166668,20.6,52.888332,76.666664,9.333333,28.676666
JHN,2019-05-30T12:00:00.000000,37.5782,-101.7304,1012.71,49.622223,41.08889,73.01111,267.22223,7.6666665,46.486668
GCK,2018-08-30T12:00:00.000000,37.9275,-100.7244,881.0,69.14286,63.714287,83.2,147.14285,10.714286,69.171425
LBL,2018-01-02T00:00:00.000000,37.0442,-100.9599,879.0,14.666667,-4.5,41.555,130.0,11.833333,0.053333335
19S,2018-12-03T00:00:00.000000,37.4969,-100.8329,892.57,36.933334,22.866667,58.093334,166.11111,8.611111,29.982779
3K3,2019-03-26T00:00:00.000000,37.9917,-101.7463,1005.7,50.0,40.2,69.55,137.77777,6.888889,49.03
GCK,2018-09-15T18:00:00.000000,37.9275,-100.7244,881.0,81.333336,63.166668,55.04,178.33333,15.666667,82.07333
JHN,2019-06-21T18:00:00.000000,37.5782,-101.7304,1012.71,75.80556,61.955555,63.17611,250.55556,6.5,76.083336
3K3,2018-07-12T12:00:00.000000,37.9917,-101.7463,1005.7,71.2,58.0,63.361668,158.88889,8.666667,71.2
GCK,2019-01-26T12:00:00.000000,37.9275,-100.7244,881.0,23.55,17.4,77.02333,276.66666,8.0,13.778334
GCK,2018-04-14T00:00:00.000000,37.9275,-100.7244,881.0,38.364704,29.705883,71.41059,335.29413,25.470589,26.374706
GCK,2019-02-06T18:00:00.000000,37.9275,-100.7244,881.0,21.116667,19.933332,95.10667,96.666664,10.5,9.091666
GCK,2020-04-05T18:00:00.000000,37.9275,-100.7244,881.0,44.583332,41.416668,89.71917,173.33333,15.916667,38.1575
19S,2020-01-01T18:00:00.000000,37.4969,-100.8329,892.57,40.583332,22.561111,52.270557,244.44444,7.7777777,35.666668
JHN,2019-01-18T18:00:00.000000,37.5782,-101.7304,1012.71,39.627777,30.666666,70.51667,335.0,12.611111,32.103333
JHN,2020-03-18T12:00:00.000000,37.5782,-101.7304,1012.71,40.983334,40.983334,100.0,235.55556,7.3333335,35.871113
19S,2019-12-20T18:00:00.000000,37.4969,-100.8329,892.57,39.983334,16.116667,40.085556,236.11111,12.5,32.58889
JHN,2019-11-28T00:00:00.000000,37.5782,-101.7304,1012.71,36.83889,19.366667,49.056667,137.77777,11.666667,28.323334
HQG,2018-11-13T06:00:00.000000,37.1631,-101.3705,956.52,11.538889,9.077778,89.60778,281.66666,5.5555553,1.5183333
JHN,2018-01-05T06:00:00.000000,37.5782,-101.7304,1012.71,24.305555,7.7444444,49.113335,267.77777,6.7777777,15.656111
JHN,2020-05-30T00:00:00.000000,37.5782,-101.7304,1012.71,88.48333,54.55,31.82611,142.77777,18.555555,86.78
3K3,2020-07-30T06:00:00.000000,37.9917,-101.7463,1005.7,68.9,57.8,69.19,211.11111,11.777778,68.9
HQG,2020-07-04T06:00:00.000000,37.1631,-101.3705,956.52,70.55,63.22222,78.66278,192.77777,11.833333,70.53889
EHA,2020-12-27T00:00:00.000000,37.0008,-101.88,1099.0,54.0,23.666666,33.782776,101.111115,4.5,51.387222
19S,2019-10-16T00:00:00.000000,37.4969,-100.8329,892.57,57.983334,28.911112,34.07389,21.11111,10.888889,57.412777
3K3,2018-12-07T00:00:00.000000,37.9917,-101.7463,1005.7,28.7,18.6,65.58222,68.333336,2.7777777,25.161667
HQG,2018-06-21T00:00:00.000000,37.1631,-101.3705,956.52,82.41111,54.016666,38.143333,64.44444,5.2777777,81.526665
LBL,2019-10-30T18:00:00.000000,37.0442,-100.9599,879.0,22.9,19.116667,85.39,327.5,16.166666,8.525833
JHN,2020-03-09T00:00:00.000000,37.5782,-101.7304,1012.71,59.788887,51.02778,75.51722,168.88889,19.944445,59.77222
JHN,2020-11-20T06:00:00.000000,37.5782,-101.7304,1012.71,48.68889,31.616667,51.865555,297.22223,11.555555,44.95222
EHA,2020-05-04T12:00:00.000000,37.0008,-101.88,1099.0,64.44444,61.95,91.95556,218.88889,11.388889,64.45
3K3,2020-02-27T18:00:00.000000,37.9917,-101.7463,1005.7,42.2,23.6,49.544445,285.55554,12.722222,38.775555
HQG,2018-01-16T00:00:00.000000,37.1631,-101.3705,956.52,20.538889,-3.088889,35.005,41.666668,11.833333,7.8294444
3K3,2019-12-18T12:00:00.000000,37.9917,-101.7463,1005.7,12.6,9.6,87.58667,253.33333,4.388889,4.412778
LBL,2020-10-12T18:00:00.000000,37.0442,-100.9599,879.0,65.166664,25.883333,23.378334,186.0,7.5,65.183334
LBL,2020-10-31T18:00:00.000000,37.0442,-100.9599,879.0,64.5,38.0,41.003334,216.66667,16.666666,63.755
3K3,2019-08-20T12:00:00.000000,37.9917,-101.7463,1005.7,77.8,51.8,40.47389,200.0,10.222222,77.63778
GCK,2019-12-09T12:00:00.000000,37.9275,-100.7244,881.0,34.65,27.833334,76.246666,355.0,24.333334,21.581667
3K3,2018-11-11T18:00:00.000000,37.9917,-101.7463,1005.7,32.0,28.9,88.263336,33.88889,13.055555,21.587223
GCK,2020-03-22T12:00:00.000000,37.9275,-100.7244,881.0,37.74,36.66,95.963,148.0,8.7,30.824
